order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd,year,month,day,hour,day_name
64,2012-09-27 01:07:36,953,953,49.99,2012,9,27,1,Thursday
65,2012-09-27 04:26:24,905,905,49.99,2012,9,27,4,Thursday
66,2012-09-29 19:44:05,941,941,49.99,2012,9,29,19,Saturday
67,2012-09-30 10:29:56,939,939,49.99,2012,9,30,10,Sunday
68,2012-10-02 19:14:21,1006,1006,49.99,2012,10,2,19,Tuesday
69,2012-10-05 11:06:14,1107,1107,49.99,2012,10,5,11,Friday
70,2012-10-05 18:22:42,1069,1069,49.99,2012,10,5,18,Friday
71,2012-10-06 00:04:13,984,984,49.99,2012,10,6,0,Saturday
72,2012-10-06 07:54:10,1021,1021,49.99,2012,10,6,7,Saturday
73,2012-10-07 01:25:32,1129,1129,49.99,2012,10,7,1,Sunday
74,2012-10-07 15:51:25,1103,1103,49.99,2012,10,7,15,Sunday
75,2012-10-08 15:43:52,1036,1036,49.99,2012,10,8,15,Monday
76,2012-10-10 10:23:40,1063,1063,49.99,2012,10,10,10,Wednesday
77,2012-10-10 13:15:44,1078,1078,49.99,2012,10,10,13,Wednesday
78,2012-10-10 15:18:51,1056,1056,49.99,2012,10,10,15,Wednesday
79,2012-10-13 21:35:11,1145,1145,49.99,2012,10,13,21,Saturday
80,2012-10-14 19:15:52,1123,1123,49.99,2012,10,14,19,Sunday
81,2012-10-17 12:24:18,1226,1226,49.99,2012,10,17,12,Wednesday
82,2012-10-20 13:42:51,1279,1279,49.99,2012,10,20,13,Saturday
83,2012-10-20 17:49:01,1245,1245,49.99,2012,10,20,17,Saturday
84,2012-10-21 19:42:47,1271,1271,49.99,2012,10,21,19,Sunday
85,2012-10-22 11:33:07,1167,1167,49.99,2012,10,22,11,Monday
86,2012-10-22 14:28:55,1243,1243,49.99,2012,10,22,14,Monday
87,2012-10-23 18:58:17,1318,1318,49.99,2012,10,23,18,Tuesday
88,2012-10-25 04:26:48,1227,1227,49.99,2012,10,25,4,Thursday
89,2012-10-26 07:25:27,1283,1283,49.99,2012,10,26,7,Friday
90,2012-10-28 06:17:14,1222,1222,49.99,2012,10,28,6,Sunday
91,2012-10-29 00:19:14,1233,1233,49.99,2012,10,29,0,Monday
92,2012-11-01 08:02:36,1274,1274,49.99,2012,11,1,8,Thursday
93,2012-11-01 17:40:26,1426,1426,49.99,2012,11,1,17,Thursday
94,2012-11-01 18:56:47,1267,1267,49.99,2012,11,1,18,Thursday
95,2012-11-02 14:46:50,1451,1451,49.99,2012,11,2,14,Friday
96,2012-11-03 18:58:54,1445,1445,49.99,2012,11,3,18,Saturday
97,2012-11-04 06:41:25,1393,1393,49.99,2012,11,4,6,Sunday
98,2012-11-05 18:35:20,1351,1351,49.99,2012,11,5,18,Monday
99,2012-11-06 16:47:45,1324,1324,49.99,2012,11,6,16,Tuesday
100,2012-11-06 17:59:29,1480,1480,49.99,2012,11,6,17,Tuesday
101,2012-11-07 10:23:24,1422,1422,49.99,2012,11,7,10,Wednesday
102,2012-11-09 07:25:56,1368,1368,49.99,2012,11,9,7,Friday
103,2012-11-11 02:57:29,1515,1515,49.99,2012,11,11,2,Sunday
104,2012-11-12 13:31:27,1468,1468,49.99,2012,11,12,13,Monday
105,2012-11-13 04:28:08,1525,1525,49.99,2012,11,13,4,Tuesday
106,2012-11-13 18:51:02,1547,1547,49.99,2012,11,13,18,Tuesday
107,2012-11-14 01:09:00,1443,1443,49.99,2012,11,14,1,Wednesday
108,2012-11-14 20:42:32,1559,1559,49.99,2012,11,14,20,Wednesday
109,2012-11-15 03:18:16,1576,1576,49.99,2012,11,15,3,Thursday
110,2012-11-15 22:31:01,1552,1552,49.99,2012,11,15,22,Thursday
111,2012-11-17 16:07:01,1584,1584,49.99,2012,11,17,16,Saturday
112,2012-11-17 20:47:59,1483,1483,49.99,2012,11,17,20,Saturday
113,2012-11-18 11:31:16,1532,1532,49.99,2012,11,18,11,Sunday
114,2012-11-18 22:56:28,1544,1544,49.99,2012,11,18,22,Sunday
115,2012-11-19 17:29:51,1626,1626,49.99,2012,11,19,17,Monday
116,2012-11-21 06:39:21,1638,1638,49.99,2012,11,21,6,Wednesday
117,2012-11-21 18:20:39,1528,1528,49.99,2012,11,21,18,Wednesday
118,2012-11-22 01:35:09,1653,1653,49.99,2012,11,22,1,Thursday
119,2012-11-25 21:13:28,1637,1637,49.99,2012,11,25,21,Sunday
120,2012-11-25 21:54:01,1756,1756,49.99,2012,11,25,21,Sunday
121,2012-11-26 03:35:40,1660,1660,49.99,2012,11,26,3,Monday
122,2012-11-26 15:40:13,1646,1646,49.99,2012,11,26,15,Monday
123,2012-11-26 23:13:16,1631,1631,49.99,2012,11,26,23,Monday
124,2012-11-27 09:18:30,1617,1617,49.99,2012,11,27,9,Tuesday
125,2012-11-27 09:36:25,1779,1779,49.99,2012,11,27,9,Tuesday
126,2012-11-27 18:57:24,1848,1848,49.99,2012,11,27,18,Tuesday
127,2012-11-27 19:18:26,1748,1748,49.99,2012,11,27,19,Tuesday
128,2012-11-28 01:24:41,1815,1815,49.99,2012,11,28,1,Wednesday
129,2012-11-28 12:23:54,1604,1604,49.99,2012,11,28,12,Wednesday
130,2012-11-29 17:23:22,1908,1908,49.99,2012,11,29,17,Thursday
131,2012-11-30 10:45:33,1636,1636,49.99,2012,11,30,10,Friday
132,2012-12-02 16:26:56,2064,2064,49.99,2012,12,2,16,Sunday
133,2012-12-02 20:46:16,2051,2051,49.99,2012,12,2,20,Sunday
134,2012-12-02 23:09:37,1988,1988,49.99,2012,12,2,23,Sunday
135,2012-12-03 00:54:53,1909,1909,49.99,2012,12,3,0,Monday
136,2012-12-03 22:16:21,1905,1905,49.99,2012,12,3,22,Monday
137,2012-12-03 22:45:33,1961,1961,49.99,2012,12,3,22,Monday
138,2012-12-04 02:54:59,1918,1918,49.99,2012,12,4,2,Tuesday
139,2012-12-04 15:16:20,1776,1776,49.99,2012,12,4,15,Tuesday
140,2012-12-04 17:07:30,2028,2028,49.99,2012,12,4,17,Tuesday
141,2012-12-05 13:29:12,1797,1797,49.99,2012,12,5,13,Wednesday
142,2012-12-05 14:58:49,1915,1915,49.99,2012,12,5,14,Wednesday
143,2012-12-05 21:25:47,1818,1818,49.99,2012,12,5,21,Wednesday
144,2012-12-06 00:11:14,1947,1947,49.99,2012,12,6,0,Thursday
145,2012-12-08 09:35:07,1745,1745,49.99,2012,12,8,9,Saturday
146,2012-12-09 02:30:55,2050,2050,49.99,2012,12,9,2,Sunday
147,2012-12-11 09:41:38,2184,2184,49.99,2012,12,11,9,Tuesday
148,2012-12-12 17:40:37,2098,2098,49.99,2012,12,12,17,Wednesday
149,2012-12-13 18:49:37,2045,2045,49.99,2012,12,13,18,Thursday
150,2012-12-13 21:56:23,2241,2241,49.99,2012,12,13,21,Thursday
151,2012-12-14 00:26:51,2057,2057,49.99,2012,12,14,0,Friday
152,2012-12-15 01:53:06,2165,2165,49.99,2012,12,15,1,Saturday
153,2012-12-15 18:15:51,2147,2147,49.99,2012,12,15,18,Saturday
154,2012-12-18 06:03:13,2341,2341,49.99,2012,12,18,6,Tuesday
155,2012-12-18 10:33:26,2172,2172,49.99,2012,12,18,10,Tuesday
156,2012-12-18 16:32:34,2244,2244,49.99,2012,12,18,16,Tuesday
157,2012-12-19 10:27:35,2202,2202,49.99,2012,12,19,10,Wednesday
158,2012-12-20 10:37:58,2365,2365,49.99,2012,12,20,10,Thursday
159,2012-12-21 23:38:22,2377,2377,49.99,2012,12,21,23,Friday
160,2012-12-22 07:03:24,2415,2415,49.99,2012,12,22,7,Saturday
161,2012-12-23 12:55:13,2337,2337,49.99,2012,12,23,12,Sunday
162,2012-12-24 02:35:44,2249,2249,49.99,2012,12,24,2,Monday
163,2012-12-26 16:24:38,2444,2444,49.99,2012,12,26,16,Wednesday
164,2012-12-26 20:36:29,2445,2445,49.99,2012,12,26,20,Wednesday
165,2012-12-26 21:48:11,2323,2323,49.99,2012,12,26,21,Wednesday
166,2012-12-27 18:09:17,2398,2398,49.99,2012,12,27,18,Thursday
167,2012-12-28 15:07:54,2479,2479,49.99,2012,12,28,15,Friday
168,2012-12-31 17:05:00,2446,2446,49.99,2012,12,31,17,Monday
169,2012-12-31 22:19:36,2431,2431,49.99,2012,12,31,22,Monday
170,2013-01-01 14:30:14,2426,2426,49.99,2013,1,1,14,Tuesday
171,2013-01-04 00:06:45,2498,2498,49.99,2013,1,4,0,Friday
172,2013-01-04 11:38:50,2489,2489,49.99,2013,1,4,11,Friday
173,2013-01-05 17:00:37,2504,2504,49.99,2013,1,5,17,Saturday
174,2013-01-06 01:50:15,2492,2492,49.99,2013,1,6,1,Sunday
175,2013-01-06 07:42:52,2495,2495,49.99,2013,1,6,7,Sunday
176,2013-01-07 01:10:03,2549,2549,49.99,2013,1,7,1,Monday
177,2013-01-07 17:47:46,2525,2525,49.99,2013,1,7,17,Monday
178,2013-01-09 17:13:54,2619,2619,49.99,2013,1,9,17,Wednesday
179,2013-01-10 20:07:54,2576,2576,49.99,2013,1,10,20,Thursday
180,2013-01-12 05:10:13,2711,2711,49.99,2013,1,12,5,Saturday
181,2013-01-15 12:24:45,2715,2715,49.99,2013,1,15,12,Tuesday
182,2013-01-15 13:09:56,2621,2621,49.99,2013,1,15,13,Tuesday
183,2013-01-17 04:44:14,2752,2752,49.99,2013,1,17,4,Thursday
184,2013-01-17 18:44:28,2660,2660,49.99,2013,1,17,18,Thursday
185,2013-01-19 22:51:37,2790,2790,49.99,2013,1,19,22,Saturday
186,2013-01-24 13:47:12,2755,2755,49.99,2013,1,24,13,Thursday
187,2013-01-27 04:11:13,2777,2777,49.99,2013,1,27,4,Sunday
188,2013-01-27 04:20:14,2789,2789,49.99,2013,1,27,4,Sunday
189,2013-01-28 08:17:35,2805,2805,49.99,2013,1,28,8,Monday
190,2013-01-29 06:53:06,2846,2846,59.99,2013,1,29,6,Tuesday
191,2013-02-01 19:47:16,2961,2961,49.99,2013,2,1,19,Friday
192,2013-02-01 21:10:04,2833,2833,49.99,2013,2,1,21,Friday
193,2013-02-02 14:05:43,2911,2911,49.99,2013,2,2,14,Saturday
194,2013-02-03 20:08:05,2978,2978,49.99,2013,2,3,20,Sunday
195,2013-02-06 16:47:17,2998,2998,59.99,2013,2,6,16,Wednesday
196,2013-02-07 05:42:43,2906,2906,49.99,2013,2,7,5,Thursday
197,2013-02-07 20:48:37,2913,2913,49.99,2013,2,7,20,Thursday
198,2013-02-10 23:31:08,2958,2958,49.99,2013,2,10,23,Sunday
199,2013-02-12 00:01:58,3079,3079,49.99,2013,2,12,0,Tuesday
200,2013-02-12 11:30:22,3014,3014,49.99,2013,2,12,11,Tuesday
201,2013-02-12 13:57:44,3019,3019,49.99,2013,2,12,13,Tuesday
202,2013-02-13 02:20:25,2999,2999,49.99,2013,2,13,2,Wednesday
203,2013-02-14 01:34:01,3073,3073,49.99,2013,2,14,1,Thursday
204,2013-02-20 05:32:09,3048,3048,49.99,2013,2,20,5,Wednesday
205,2013-02-20 05:50:45,3067,3067,49.99,2013,2,20,5,Wednesday
206,2013-02-20 06:06:12,3284,3284,59.99,2013,2,20,6,Wednesday
207,2013-02-22 05:03:31,3109,3109,49.99,2013,2,22,5,Friday
208,2013-02-22 16:58:52,3297,3297,49.99,2013,2,22,16,Friday
209,2013-02-26 16:19:54,3199,3199,49.99,2013,2,26,16,Tuesday
210,2013-02-27 02:11:35,3118,3118,49.99,2013,2,27,2,Wednesday
211,2013-02-27 15:03:31,3355,3355,49.99,2013,2,27,15,Wednesday
212,2013-02-28 01:47:26,3178,3178,49.99,2013,2,28,1,Thursday
213,2013-02-28 03:34:35,3380,3380,49.99,2013,2,28,3,Thursday
214,2013-03-02 02:09:14,3306,3306,49.99,2013,3,2,2,Saturday
215,2013-03-02 02:13:15,3396,3396,49.99,2013,3,2,2,Saturday
216,2013-03-04 02:16:39,3313,3313,49.99,2013,3,4,2,Monday
217,2013-03-05 03:49:45,3487,3487,49.99,2013,3,5,3,Tuesday
218,2013-03-05 05:29:03,3373,3373,49.99,2013,3,5,5,Tuesday
219,2013-03-05 09:12:30,3425,3425,49.99,2013,3,5,9,Tuesday
220,2013-03-06 05:10:24,3400,3400,49.99,2013,3,6,5,Wednesday
221,2013-03-06 07:46:28,3316,3316,49.99,2013,3,6,7,Wednesday
222,2013-03-07 21:42:06,3452,3452,49.99,2013,3,7,21,Thursday
223,2013-03-08 12:47:00,3524,3524,49.99,2013,3,8,12,Friday
224,2013-03-08 22:58:45,3517,3517,49.99,2013,3,8,22,Friday
225,2013-03-10 19:23:47,3417,3417,49.99,2013,3,10,19,Sunday
226,2013-03-17 21:26:57,3499,3499,59.99,2013,3,17,21,Sunday
227,2013-03-19 07:16:03,3607,3607,49.99,2013,3,19,7,Tuesday
228,2013-03-19 09:49:01,3573,3573,49.99,2013,3,19,9,Tuesday
229,2013-03-20 07:28:22,3563,3563,59.99,2013,3,20,7,Wednesday
230,2013-03-21 11:20:07,3585,3585,49.99,2013,3,21,11,Thursday
231,2013-03-22 13:12:35,3549,3549,49.99,2013,3,22,13,Friday
232,2013-03-24 09:17:09,3633,3633,49.99,2013,3,24,9,Sunday
233,2013-03-26 03:39:53,3632,3632,49.99,2013,3,26,3,Tuesday
234,2013-03-31 17:52:14,3806,3806,49.99,2013,3,31,17,Sunday
235,2013-04-02 12:23:05,3713,3713,49.99,2013,4,2,12,Tuesday
236,2013-04-03 19:46:38,3769,3769,49.99,2013,4,3,19,Wednesday
237,2013-04-04 08:41:53,3764,3764,49.99,2013,4,4,8,Thursday
238,2013-04-05 06:08:15,3807,3807,49.99,2013,4,5,6,Friday
239,2013-04-06 17:10:41,3757,3757,49.99,2013,4,6,17,Saturday
240,2013-04-07 08:38:39,3814,3814,49.99,2013,4,7,8,Sunday
241,2013-04-08 12:42:14,3798,3798,59.99,2013,4,8,12,Monday
242,2013-04-08 18:35:49,3856,3856,49.99,2013,4,8,18,Monday
243,2013-04-10 04:56:35,3811,3811,49.99,2013,4,10,4,Wednesday
244,2013-04-10 07:44:15,3953,3953,49.99,2013,4,10,7,Wednesday
245,2013-04-12 07:36:08,3866,3866,49.99,2013,4,12,7,Friday
246,2013-04-17 05:01:41,4033,4033,49.99,2013,4,17,5,Wednesday
247,2013-04-17 14:45:43,3933,3933,49.99,2013,4,17,14,Wednesday
248,2013-04-18 10:28:46,4114,4114,49.99,2013,4,18,10,Thursday
249,2013-04-19 02:21:21,4112,4112,49.99,2013,4,19,2,Friday
250,2013-04-19 22:59:51,3989,3989,49.99,2013,4,19,22,Friday
251,2013-04-20 02:52:26,4182,4182,49.99,2013,4,20,2,Saturday
252,2013-04-20 06:55:06,4045,4045,49.99,2013,4,20,6,Saturday
253,2013-04-20 13:19:04,4005,4005,49.99,2013,4,20,13,Saturday
254,2013-04-20 17:04:11,4001,4001,49.99,2013,4,20,17,Saturday
255,2013-04-21 09:43:18,4065,4065,49.99,2013,4,21,9,Sunday
256,2013-04-22 08:05:09,4037,4037,49.99,2013,4,22,8,Monday
257,2013-04-23 12:58:36,3993,3993,49.99,2013,4,23,12,Tuesday
258,2013-05-02 04:42:18,4222,4222,49.99,2013,5,2,4,Thursday
259,2013-05-03 15:55:59,4304,4304,59.99,2013,5,3,15,Friday
260,2013-05-04 00:28:40,4396,4396,49.99,2013,5,4,0,Saturday
261,2013-05-04 18:05:01,4344,4344,49.99,2013,5,4,18,Saturday
262,2013-05-05 01:01:17,4257,4257,49.99,2013,5,5,1,Sunday
263,2013-05-07 02:38:13,4438,4438,49.99,2013,5,7,2,Tuesday
264,2013-05-09 17:34:56,4420,4420,49.99,2013,5,9,17,Thursday
265,2013-05-10 03:35:19,4444,4444,49.99,2013,5,10,3,Friday
266,2013-05-10 10:03:29,4507,4507,49.99,2013,5,10,10,Friday
267,2013-05-11 00:13:48,4310,4310,49.99,2013,5,11,0,Saturday
268,2013-05-14 01:51:41,4494,4494,49.99,2013,5,14,1,Tuesday
269,2013-05-15 17:04:53,4543,4543,49.99,2013,5,15,17,Wednesday
270,2013-05-15 18:18:43,4590,4590,49.99,2013,5,15,18,Wednesday
271,2013-05-16 07:19:17,4423,4423,49.99,2013,5,16,7,Thursday
272,2013-05-18 17:57:34,4696,4696,49.99,2013,5,18,17,Saturday
273,2013-05-18 20:00:46,4564,4564,49.99,2013,5,18,20,Saturday
274,2013-05-19 10:55:47,4610,4610,49.99,2013,5,19,10,Sunday
275,2013-05-19 20:13:46,4608,4608,49.99,2013,5,19,20,Sunday
276,2013-05-19 20:40:41,4576,4576,49.99,2013,5,19,20,Sunday
277,2013-05-20 13:06:03,4710,4710,49.99,2013,5,20,13,Monday
278,2013-05-21 23:59:49,4611,4611,49.99,2013,5,21,23,Tuesday
279,2013-05-23 14:00:59,4654,4654,49.99,2013,5,23,14,Thursday
280,2013-05-23 17:27:33,4620,4620,49.99,2013,5,23,17,Thursday
281,2013-05-26 23:35:50,4679,4679,59.99,2013,5,26,23,Sunday
282,2013-05-27 09:45:33,4793,4793,49.99,2013,5,27,9,Monday
283,2013-05-27 21:46:08,4706,4706,49.99,2013,5,27,21,Monday
284,2013-05-28 05:44:41,4726,4726,49.99,2013,5,28,5,Tuesday
285,2013-05-28 10:43:47,4825,4825,49.99,2013,5,28,10,Tuesday
286,2013-05-28 22:10:51,4680,4680,49.99,2013,5,28,22,Tuesday
287,2013-05-29 00:40:58,4760,4760,59.99,2013,5,29,0,Wednesday
288,2013-05-31 18:17:58,4758,4758,49.99,2013,5,31,18,Friday
289,2013-06-03 23:06:28,4989,4989,49.99,2013,6,3,23,Monday
290,2013-06-04 06:54:42,4915,4915,49.99,2013,6,4,6,Tuesday
291,2013-06-04 14:12:08,4900,4900,49.99,2013,6,4,14,Tuesday
292,2013-06-04 20:48:52,4807,4807,49.99,2013,6,4,20,Tuesday
293,2013-06-07 10:18:55,4874,4874,49.99,2013,6,7,10,Friday
294,2013-06-07 19:37:29,4879,4879,49.99,2013,6,7,19,Friday
295,2013-06-08 21:55:16,5100,5100,49.99,2013,6,8,21,Saturday
296,2013-06-08 23:33:50,5095,5095,49.99,2013,6,8,23,Saturday
297,2013-06-09 03:43:51,5051,5051,49.99,2013,6,9,3,Sunday
298,2013-06-09 13:24:38,4993,4993,49.99,2013,6,9,13,Sunday
299,2013-06-09 17:42:50,4953,4953,49.99,2013,6,9,17,Sunday
300,2013-06-11 01:06:52,4907,4907,49.99,2013,6,11,1,Tuesday
301,2013-06-11 03:12:17,5023,5023,49.99,2013,6,11,3,Tuesday
302,2013-06-11 21:45:48,5134,5134,49.99,2013,6,11,21,Tuesday
303,2013-06-13 12:18:21,4912,4912,49.99,2013,6,13,12,Thursday
304,2013-06-17 23:10:51,5007,5007,59.99,2013,6,17,23,Monday
305,2013-06-18 06:57:22,5082,5082,49.99,2013,6,18,6,Tuesday
306,2013-06-18 12:08:14,5257,5257,59.99,2013,6,18,12,Tuesday
307,2013-06-18 21:43:45,5145,5145,49.99,2013,6,18,21,Tuesday
308,2013-06-19 11:47:44,5128,5128,49.99,2013,6,19,11,Wednesday
309,2013-06-19 14:16:20,5113,5113,49.99,2013,6,19,14,Wednesday
310,2013-06-20 01:37:09,5168,5168,49.99,2013,6,20,1,Thursday
311,2013-06-20 03:04:51,5263,5263,59.99,2013,6,20,3,Thursday
312,2013-06-20 11:43:36,5124,5124,49.99,2013,6,20,11,Thursday
313,2013-06-21 03:48:07,5289,5289,59.99,2013,6,21,3,Friday
314,2013-06-22 15:45:53,5108,5108,49.99,2013,6,22,15,Saturday
315,2013-06-24 02:44:05,5262,5262,49.99,2013,6,24,2,Monday
316,2013-06-24 15:52:48,5333,5333,49.99,2013,6,24,15,Monday
317,2013-06-27 04:27:32,5422,5422,49.99,2013,6,27,4,Thursday
318,2013-06-27 04:52:26,5284,5284,49.99,2013,6,27,4,Thursday
319,2013-06-27 14:13:03,5346,5346,49.99,2013,6,27,14,Thursday
320,2013-06-27 17:50:46,5261,5261,49.99,2013,6,27,17,Thursday
321,2013-06-28 06:53:36,5386,5386,49.99,2013,6,28,6,Friday
322,2013-06-28 23:54:35,5239,5239,59.99,2013,6,28,23,Friday
323,2013-07-01 03:30:09,5387,5387,49.99,2013,7,1,3,Monday
324,2013-07-01 05:03:02,5531,5531,49.99,2013,7,1,5,Monday
325,2013-07-01 09:39:51,5523,5523,49.99,2013,7,1,9,Monday
326,2013-07-02 00:22:22,5518,5518,49.99,2013,7,2,0,Tuesday
327,2013-07-03 10:54:35,5412,5412,49.99,2013,7,3,10,Wednesday
328,2013-07-03 13:20:48,5565,5565,49.99,2013,7,3,13,Wednesday
329,2013-07-03 13:41:28,5323,5323,49.99,2013,7,3,13,Wednesday
330,2013-07-03 15:47:22,5390,5390,49.99,2013,7,3,15,Wednesday
331,2013-07-03 18:05:11,5462,5462,49.99,2013,7,3,18,Wednesday
332,2013-07-04 02:35:37,5408,5408,49.99,2013,7,4,2,Thursday
333,2013-07-05 01:53:10,5430,5430,49.99,2013,7,5,1,Friday
334,2013-07-06 08:00:18,5474,5474,49.99,2013,7,6,8,Saturday
335,2013-07-07 02:47:17,5496,5496,49.99,2013,7,7,2,Sunday
336,2013-07-07 12:52:59,5569,5569,49.99,2013,7,7,12,Sunday
337,2013-07-07 14:19:04,5405,5405,49.99,2013,7,7,14,Sunday
338,2013-07-07 14:20:14,5586,5586,49.99,2013,7,7,14,Sunday
339,2013-07-08 03:47:14,5574,5574,49.99,2013,7,8,3,Monday
340,2013-07-08 13:37:13,5616,5616,49.99,2013,7,8,13,Monday
341,2013-07-09 04:00:26,5451,5451,49.99,2013,7,9,4,Tuesday
342,2013-07-09 06:03:54,5635,5635,49.99,2013,7,9,6,Tuesday
343,2013-07-11 08:00:23,5631,5631,49.99,2013,7,11,8,Thursday
344,2013-07-11 15:40:05,5663,5663,49.99,2013,7,11,15,Thursday
345,2013-07-12 07:03:01,5700,5700,49.99,2013,7,12,7,Friday
346,2013-07-12 21:00:18,5712,5712,49.99,2013,7,12,21,Friday
347,2013-07-13 09:03:42,5607,5607,49.99,2013,7,13,9,Saturday
348,2013-07-14 08:59:52,5576,5576,49.99,2013,7,14,8,Sunday
349,2013-07-14 13:17:21,5683,5683,49.99,2013,7,14,13,Sunday
350,2013-07-15 19:22:51,5746,5746,49.99,2013,7,15,19,Monday
351,2013-07-16 07:11:22,5578,5578,49.99,2013,7,16,7,Tuesday
352,2013-07-18 22:37:28,5843,5843,49.99,2013,7,18,22,Thursday
353,2013-07-21 01:03:30,5650,5650,49.99,2013,7,21,1,Sunday
354,2013-07-22 00:53:45,5696,5696,49.99,2013,7,22,0,Monday
355,2013-07-22 13:38:00,5750,5750,59.99,2013,7,22,13,Monday
356,2013-07-22 16:36:14,5906,5906,49.99,2013,7,22,16,Monday
357,2013-07-23 00:18:57,5847,5847,59.99,2013,7,23,0,Tuesday
358,2013-07-25 09:25:06,5863,5863,49.99,2013,7,25,9,Thursday
359,2013-07-25 12:16:05,5802,5802,49.99,2013,7,25,12,Thursday
