order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd,year,month,day,hour,day_name
37,2012-03-26 19:19:25,1107,1103,1,1,49.99,19.49,2012,3,26,19,Monday
38,2012-03-26 21:13:07,1125,1121,1,1,49.99,19.49,2012,3,26,21,Monday
39,2012-03-27 15:18:43,1243,1238,1,1,49.99,19.49,2012,3,27,15,Tuesday
40,2012-03-27 16:53:30,1256,1251,1,1,49.99,19.49,2012,3,27,16,Tuesday
41,2012-03-28 08:30:06,1330,1325,1,1,49.99,19.49,2012,3,28,8,Wednesday
42,2012-03-28 09:56:58,1343,1337,1,1,49.99,19.49,2012,3,28,9,Wednesday
43,2012-03-28 16:55:52,1419,1412,1,1,49.99,19.49,2012,3,28,16,Wednesday
44,2012-03-28 21:24:10,1454,1447,1,1,49.99,19.49,2012,3,28,21,Wednesday
45,2012-03-28 22:45:52,1463,1456,1,1,49.99,19.49,2012,3,28,22,Wednesday
46,2012-03-29 16:11:05,1581,1574,1,1,49.99,19.49,2012,3,29,16,Thursday
47,2012-03-29 17:49:07,1605,1598,1,1,49.99,19.49,2012,3,29,17,Thursday
48,2012-03-29 23:09:30,1643,1635,1,1,49.99,19.49,2012,3,29,23,Thursday
49,2012-03-30 00:25:18,1646,1638,1,1,49.99,19.49,2012,3,30,0,Friday
50,2012-03-30 02:27:35,1654,1646,1,1,49.99,19.49,2012,3,30,2,Friday
51,2012-03-30 10:06:25,1685,1677,1,1,49.99,19.49,2012,3,30,10,Friday
52,2012-03-30 10:24:06,1691,1683,1,1,49.99,19.49,2012,3,30,10,Friday
53,2012-03-30 12:47:30,1709,1701,1,1,49.99,19.49,2012,3,30,12,Friday
54,2012-03-30 14:26:49,1726,1718,1,1,49.99,19.49,2012,3,30,14,Friday
55,2012-03-30 14:39:09,1729,1721,1,1,49.99,19.49,2012,3,30,14,Friday
56,2012-03-31 00:22:18,1790,1782,1,1,49.99,19.49,2012,3,31,0,Saturday
57,2012-03-31 02:32:43,1802,1794,1,1,49.99,19.49,2012,3,31,2,Saturday
58,2012-03-31 06:40:10,1807,1799,1,1,49.99,19.49,2012,3,31,6,Saturday
59,2012-03-31 10:25:39,1823,1815,1,1,49.99,19.49,2012,3,31,10,Saturday
60,2012-03-31 19:24:33,1863,1855,1,1,49.99,19.49,2012,3,31,19,Saturday
61,2012-04-01 06:45:11,1890,1882,1,1,49.99,19.49,2012,4,1,6,Sunday
62,2012-04-01 12:38:27,1912,1902,1,1,49.99,19.49,2012,4,1,12,Sunday
63,2012-04-01 17:33:26,1939,1929,1,1,49.99,19.49,2012,4,1,17,Sunday
64,2012-04-01 18:26:19,1944,1934,1,1,49.99,19.49,2012,4,1,18,Sunday
65,2012-04-02 11:07:48,2036,2025,1,1,49.99,19.49,2012,4,2,11,Monday
66,2012-04-02 16:32:15,2089,2076,1,1,49.99,19.49,2012,4,2,16,Monday
67,2012-04-02 17:17:42,2102,2089,1,1,49.99,19.49,2012,4,2,17,Monday
68,2012-04-02 18:36:27,2115,2102,1,1,49.99,19.49,2012,4,2,18,Monday
69,2012-04-03 10:29:20,2210,2196,1,1,49.99,19.49,2012,4,3,10,Tuesday
70,2012-04-03 11:53:36,2231,2217,1,1,49.99,19.49,2012,4,3,11,Tuesday
71,2012-04-03 15:03:48,2262,2247,1,1,49.99,19.49,2012,4,3,15,Tuesday
72,2012-04-03 16:31:50,2291,2276,1,1,49.99,19.49,2012,4,3,16,Tuesday
73,2012-04-03 16:36:02,2295,1752,1,1,49.99,19.49,2012,4,3,16,Tuesday
74,2012-04-03 19:09:43,2325,2309,1,1,49.99,19.49,2012,4,3,19,Tuesday
75,2012-04-04 07:47:38,2392,2376,1,1,49.99,19.49,2012,4,4,7,Wednesday
76,2012-04-04 11:13:55,2422,2405,1,1,49.99,19.49,2012,4,4,11,Wednesday
77,2012-04-04 11:34:52,2431,2414,1,1,49.99,19.49,2012,4,4,11,Wednesday
78,2012-04-04 18:21:44,2514,2495,1,1,49.99,19.49,2012,4,4,18,Wednesday
79,2012-04-04 19:00:06,2522,2503,1,1,49.99,19.49,2012,4,4,19,Wednesday
80,2012-04-05 10:34:00,2624,383,1,1,49.99,19.49,2012,4,5,10,Thursday
81,2012-04-05 13:15:34,2668,2644,1,1,49.99,19.49,2012,4,5,13,Thursday
82,2012-04-05 20:11:27,2770,2746,1,1,49.99,19.49,2012,4,5,20,Thursday
83,2012-04-06 04:04:23,2810,2786,1,1,49.99,19.49,2012,4,6,4,Friday
84,2012-04-06 12:16:39,2879,2854,1,1,49.99,19.49,2012,4,6,12,Friday
85,2012-04-06 17:13:09,2942,2916,1,1,49.99,19.49,2012,4,6,17,Friday
86,2012-04-06 22:48:48,2982,2956,1,1,49.99,19.49,2012,4,6,22,Friday
87,2012-04-07 04:47:20,3000,2972,1,1,49.99,19.49,2012,4,7,4,Saturday
88,2012-04-07 16:15:03,3040,3012,1,1,49.99,19.49,2012,4,7,16,Saturday
89,2012-04-07 16:55:38,3044,3016,1,1,49.99,19.49,2012,4,7,16,Saturday
90,2012-04-08 02:25:16,3077,3048,1,1,49.99,19.49,2012,4,8,2,Sunday
91,2012-04-08 05:52:53,3082,3053,1,1,49.99,19.49,2012,4,8,5,Sunday
92,2012-04-08 20:50:48,3137,3107,1,1,49.99,19.49,2012,4,8,20,Sunday
93,2012-04-08 21:10:18,3139,3109,1,1,49.99,19.49,2012,4,8,21,Sunday
94,2012-04-08 22:33:08,3147,3116,1,1,49.99,19.49,2012,4,8,22,Sunday
95,2012-04-09 09:49:50,3189,3158,1,1,49.99,19.49,2012,4,9,9,Monday
96,2012-04-09 09:50:14,3188,3157,1,1,49.99,19.49,2012,4,9,9,Monday
97,2012-04-09 11:25:30,3208,3177,1,1,49.99,19.49,2012,4,9,11,Monday
98,2012-04-09 15:01:23,3247,3215,1,1,49.99,19.49,2012,4,9,15,Monday
99,2012-04-09 19:48:47,3295,3263,1,1,49.99,19.49,2012,4,9,19,Monday
100,2012-04-09 20:28:57,3299,3267,1,1,49.99,19.49,2012,4,9,20,Monday
101,2012-04-09 22:56:37,3318,3285,1,1,49.99,19.49,2012,4,9,22,Monday
102,2012-04-09 23:25:30,3322,3289,1,1,49.99,19.49,2012,4,9,23,Monday
103,2012-04-10 14:21:17,3421,3386,1,1,49.99,19.49,2012,4,10,14,Tuesday
104,2012-04-10 16:40:18,3446,3411,1,1,49.99,19.49,2012,4,10,16,Tuesday
105,2012-04-10 22:27:09,3496,3460,1,1,49.99,19.49,2012,4,10,22,Tuesday
106,2012-04-11 14:13:17,3604,3565,1,1,49.99,19.49,2012,4,11,14,Wednesday
107,2012-04-11 15:22:47,3618,3579,1,1,49.99,19.49,2012,4,11,15,Wednesday
108,2012-04-11 16:38:56,3642,3602,1,1,49.99,19.49,2012,4,11,16,Wednesday
109,2012-04-11 20:19:28,3683,3642,1,1,49.99,19.49,2012,4,11,20,Wednesday
110,2012-04-11 21:59:27,3689,3648,1,1,49.99,19.49,2012,4,11,21,Wednesday
111,2012-04-12 10:03:06,3746,3703,1,1,49.99,19.49,2012,4,12,10,Thursday
112,2012-04-12 10:51:25,3765,3722,1,1,49.99,19.49,2012,4,12,10,Thursday
113,2012-04-12 13:30:14,3789,811,1,1,49.99,19.49,2012,4,12,13,Thursday
114,2012-04-12 15:50:47,3807,3761,1,1,49.99,19.49,2012,4,12,15,Thursday
115,2012-04-13 02:13:16,3873,3824,1,1,49.99,19.49,2012,4,13,2,Friday
116,2012-04-13 14:53:49,3947,3895,1,1,49.99,19.49,2012,4,13,14,Friday
117,2012-04-14 23:26:48,4100,4047,1,1,49.99,19.49,2012,4,14,23,Saturday
118,2012-04-15 09:00:37,4119,4065,1,1,49.99,19.49,2012,4,15,9,Sunday
119,2012-04-15 13:20:39,4130,4076,1,1,49.99,19.49,2012,4,15,13,Sunday
120,2012-04-15 15:10:58,4136,4082,1,1,49.99,19.49,2012,4,15,15,Sunday
121,2012-04-15 16:36:31,4140,4086,1,1,49.99,19.49,2012,4,15,16,Sunday
122,2012-04-16 13:22:52,4224,3313,1,1,49.99,19.49,2012,4,16,13,Monday
123,2012-04-16 14:54:24,4232,4174,1,1,49.99,19.49,2012,4,16,14,Monday
124,2012-04-16 15:03:23,4235,4177,1,1,49.99,19.49,2012,4,16,15,Monday
125,2012-04-16 17:59:57,4249,4191,1,1,49.99,19.49,2012,4,16,17,Monday
126,2012-04-16 19:33:33,4258,167,1,1,49.99,19.49,2012,4,16,19,Monday
127,2012-04-17 19:20:42,4372,455,1,1,49.99,19.49,2012,4,17,19,Tuesday
128,2012-04-18 10:28:38,4420,4346,1,1,49.99,19.49,2012,4,18,10,Wednesday
129,2012-04-18 12:10:33,4437,4362,1,1,49.99,19.49,2012,4,18,12,Wednesday
130,2012-04-18 18:51:07,4490,755,1,1,49.99,19.49,2012,4,18,18,Wednesday
131,2012-04-18 19:59:44,4501,4423,1,1,49.99,19.49,2012,4,18,19,Wednesday
132,2012-04-19 07:42:08,4531,59,1,1,49.99,19.49,2012,4,19,7,Thursday
133,2012-04-19 13:21:03,4559,4474,1,1,49.99,19.49,2012,4,19,13,Thursday
134,2012-04-19 14:19:40,4566,4480,1,1,49.99,19.49,2012,4,19,14,Thursday
135,2012-04-19 14:20:15,4567,4481,1,1,49.99,19.49,2012,4,19,14,Thursday
136,2012-04-19 19:02:48,4605,4519,1,1,49.99,19.49,2012,4,19,19,Thursday
137,2012-04-19 21:50:45,4620,4533,1,1,49.99,19.49,2012,4,19,21,Thursday
138,2012-04-20 14:02:15,4685,4590,1,1,49.99,19.49,2012,4,20,14,Friday
139,2012-04-21 17:39:59,4770,4674,1,1,49.99,19.49,2012,4,21,17,Saturday
140,2012-04-22 11:01:02,4801,4704,1,1,49.99,19.49,2012,4,22,11,Sunday
141,2012-04-22 16:58:22,4815,4718,1,1,49.99,19.49,2012,4,22,16,Sunday
142,2012-04-22 21:22:31,4828,4728,1,1,49.99,19.49,2012,4,22,21,Sunday
143,2012-04-23 11:07:52,4878,4774,1,1,49.99,19.49,2012,4,23,11,Monday
144,2012-04-23 11:27:53,4881,4777,1,1,49.99,19.49,2012,4,23,11,Monday
145,2012-04-23 12:31:17,4889,4785,1,1,49.99,19.49,2012,4,23,12,Monday
146,2012-04-23 17:12:15,4923,2368,1,1,49.99,19.49,2012,4,23,17,Monday
147,2012-04-23 20:59:07,4943,4832,1,1,49.99,19.49,2012,4,23,20,Monday
148,2012-04-23 22:39:58,4951,4840,1,1,49.99,19.49,2012,4,23,22,Monday
149,2012-04-23 22:57:17,4952,3291,1,1,49.99,19.49,2012,4,23,22,Monday
150,2012-04-24 19:22:17,5054,4933,1,1,49.99,19.49,2012,4,24,19,Tuesday
151,2012-04-24 23:13:26,5065,210,1,1,49.99,19.49,2012,4,24,23,Tuesday
152,2012-04-25 21:05:32,5151,13,1,1,49.99,19.49,2012,4,25,21,Wednesday
153,2012-04-26 15:35:59,5252,5116,1,1,49.99,19.49,2012,4,26,15,Thursday
154,2012-04-26 17:43:19,5270,5134,1,1,49.99,19.49,2012,4,26,17,Thursday
155,2012-04-26 22:22:55,5292,5154,1,1,49.99,19.49,2012,4,26,22,Thursday
156,2012-04-27 01:22:32,5297,5158,1,1,49.99,19.49,2012,4,27,1,Friday
157,2012-04-27 19:42:18,5386,5243,1,1,49.99,19.49,2012,4,27,19,Friday
158,2012-04-29 16:58:56,5458,5312,1,1,49.99,19.49,2012,4,29,16,Sunday
159,2012-04-30 12:14:59,5538,5387,1,1,49.99,19.49,2012,4,30,12,Monday
160,2012-05-01 03:50:09,5619,5461,1,1,49.99,19.49,2012,5,1,3,Tuesday
161,2012-05-01 10:34:08,5650,5488,1,1,49.99,19.49,2012,5,1,10,Tuesday
162,2012-05-01 11:20:19,5654,876,1,1,49.99,19.49,2012,5,1,11,Tuesday
163,2012-05-01 12:10:41,5663,4038,1,1,49.99,19.49,2012,5,1,12,Tuesday
164,2012-05-01 16:25:31,5705,5539,1,1,49.99,19.49,2012,5,1,16,Tuesday
165,2012-05-02 11:50:21,5820,5640,1,1,49.99,19.49,2012,5,2,11,Wednesday
166,2012-05-02 12:56:44,5830,5649,1,1,49.99,19.49,2012,5,2,12,Wednesday
167,2012-05-02 17:15:10,5870,5688,1,1,49.99,19.49,2012,5,2,17,Wednesday
168,2012-05-02 17:24:00,5873,5691,1,1,49.99,19.49,2012,5,2,17,Wednesday
169,2012-05-03 09:03:53,5925,3057,1,1,49.99,19.49,2012,5,3,9,Thursday
170,2012-05-03 09:40:22,5927,2617,1,1,49.99,19.49,2012,5,3,9,Thursday
171,2012-05-03 15:19:38,5976,5788,1,1,49.99,19.49,2012,5,3,15,Thursday
172,2012-05-03 16:24:32,5987,5797,1,1,49.99,19.49,2012,5,3,16,Thursday
173,2012-05-03 23:52:58,6017,5824,1,1,49.99,19.49,2012,5,3,23,Thursday
174,2012-05-04 05:22:36,6036,5840,1,1,49.99,19.49,2012,5,4,5,Friday
175,2012-05-04 10:24:35,6056,5858,1,1,49.99,19.49,2012,5,4,10,Friday
176,2012-05-04 16:56:05,6123,5918,1,1,49.99,19.49,2012,5,4,16,Friday
177,2012-05-08 15:59:05,6481,6237,1,1,49.99,19.49,2012,5,8,15,Tuesday
178,2012-05-08 16:18:21,6487,6242,1,1,49.99,19.49,2012,5,8,16,Tuesday
179,2012-05-09 01:00:09,6536,6288,1,1,49.99,19.49,2012,5,9,1,Wednesday
180,2012-05-09 01:40:07,6539,6291,1,1,49.99,19.49,2012,5,9,1,Wednesday
181,2012-05-09 09:04:41,6562,6313,1,1,49.99,19.49,2012,5,9,9,Wednesday
182,2012-05-09 10:16:50,6571,6322,1,1,49.99,19.49,2012,5,9,10,Wednesday
183,2012-05-09 13:36:25,6603,6352,1,1,49.99,19.49,2012,5,9,13,Wednesday
184,2012-05-09 14:59:36,6614,2020,1,1,49.99,19.49,2012,5,9,14,Wednesday
185,2012-05-09 17:01:21,6629,6374,1,1,49.99,19.49,2012,5,9,17,Wednesday
186,2012-05-09 17:41:14,6637,6381,1,1,49.99,19.49,2012,5,9,17,Wednesday
187,2012-05-10 09:54:16,6692,6433,1,1,49.99,19.49,2012,5,10,9,Thursday
188,2012-05-10 18:45:17,6765,6500,1,1,49.99,19.49,2012,5,10,18,Thursday
189,2012-05-10 21:29:58,6781,6515,1,1,49.99,19.49,2012,5,10,21,Thursday
190,2012-05-11 11:10:14,6836,6565,1,1,49.99,19.49,2012,5,11,11,Friday
191,2012-05-11 15:06:01,6889,5115,1,1,49.99,19.49,2012,5,11,15,Friday
192,2012-05-11 21:20:08,6927,6648,1,1,49.99,19.49,2012,5,11,21,Friday
193,2012-05-12 20:44:15,6993,6711,1,1,49.99,19.49,2012,5,12,20,Saturday
194,2012-05-13 08:21:23,7018,6732,1,1,49.99,19.49,2012,5,13,8,Sunday
195,2012-05-13 15:56:25,7035,6747,1,1,49.99,19.49,2012,5,13,15,Sunday
196,2012-05-13 17:04:33,7042,6754,1,1,49.99,19.49,2012,5,13,17,Sunday
197,2012-05-14 18:33:40,7140,3659,1,1,49.99,19.49,2012,5,14,18,Monday
198,2012-05-14 18:51:18,7144,6841,1,1,49.99,19.49,2012,5,14,18,Monday
199,2012-05-15 03:20:44,7175,6869,1,1,49.99,19.49,2012,5,15,3,Tuesday
200,2012-05-15 05:20:02,7178,3123,1,1,49.99,19.49,2012,5,15,5,Tuesday
201,2012-05-15 05:28:05,7179,6872,1,1,49.99,19.49,2012,5,15,5,Tuesday
202,2012-05-15 08:13:34,7188,6880,1,1,49.99,19.49,2012,5,15,8,Tuesday
203,2012-05-15 08:56:05,7191,6882,1,1,49.99,19.49,2012,5,15,8,Tuesday
204,2012-05-15 15:06:45,7240,6929,1,1,49.99,19.49,2012,5,15,15,Tuesday
205,2012-05-15 15:29:52,7245,872,1,1,49.99,19.49,2012,5,15,15,Tuesday
206,2012-05-15 17:26:16,7263,6948,1,1,49.99,19.49,2012,5,15,17,Tuesday
207,2012-05-16 05:07:43,7311,6994,1,1,49.99,19.49,2012,5,16,5,Wednesday
208,2012-05-16 05:33:50,7312,6995,1,1,49.99,19.49,2012,5,16,5,Wednesday
209,2012-05-17 00:34:13,7421,7097,1,1,49.99,19.49,2012,5,17,0,Thursday
210,2012-05-17 16:23:20,7507,7176,1,1,49.99,19.49,2012,5,17,16,Thursday
211,2012-05-17 19:33:38,7528,7195,1,1,49.99,19.49,2012,5,17,19,Thursday
212,2012-05-18 10:29:28,7577,4607,1,1,49.99,19.49,2012,5,18,10,Friday
213,2012-05-18 11:38:07,7590,7248,1,1,49.99,19.49,2012,5,18,11,Friday
214,2012-05-18 13:43:00,7597,3264,1,1,49.99,19.49,2012,5,18,13,Friday
215,2012-05-18 14:24:34,7604,7260,1,1,49.99,19.49,2012,5,18,14,Friday
216,2012-05-19 03:45:52,7663,7314,1,1,49.99,19.49,2012,5,19,3,Saturday
217,2012-05-20 00:54:14,7710,7355,1,1,49.99,19.49,2012,5,20,0,Sunday
218,2012-05-20 09:53:49,7734,7379,1,1,49.99,19.49,2012,5,20,9,Sunday
219,2012-05-20 22:54:22,7787,7425,1,1,49.99,19.49,2012,5,20,22,Sunday
220,2012-05-20 23:15:35,7792,7430,1,1,49.99,19.49,2012,5,20,23,Sunday
221,2012-05-20 23:36:57,7795,7432,1,1,49.99,19.49,2012,5,20,23,Sunday
222,2012-05-21 05:26:35,7820,7455,1,1,49.99,19.49,2012,5,21,5,Monday
223,2012-05-21 11:52:18,7864,7498,1,1,49.99,19.49,2012,5,21,11,Monday
224,2012-05-21 16:48:12,7906,7533,1,1,49.99,19.49,2012,5,21,16,Monday
225,2012-05-21 22:15:20,7947,7569,1,1,49.99,19.49,2012,5,21,22,Monday
226,2012-05-22 05:15:47,7973,7594,1,1,49.99,19.49,2012,5,22,5,Tuesday
227,2012-05-22 06:15:19,7978,7599,1,1,49.99,19.49,2012,5,22,6,Tuesday
228,2012-05-22 11:40:48,8001,4430,1,1,49.99,19.49,2012,5,22,11,Tuesday
229,2012-05-22 13:00:49,8011,7630,1,1,49.99,19.49,2012,5,22,13,Tuesday
230,2012-05-22 16:53:01,8060,1997,1,1,49.99,19.49,2012,5,22,16,Tuesday
231,2012-05-23 03:29:12,8130,7735,1,1,49.99,19.49,2012,5,23,3,Wednesday
232,2012-05-23 22:13:43,8265,4098,1,1,49.99,19.49,2012,5,23,22,Wednesday
233,2012-05-23 23:24:06,8272,7867,1,1,49.99,19.49,2012,5,23,23,Wednesday
234,2012-05-24 19:34:52,8435,8016,1,1,49.99,19.49,2012,5,24,19,Thursday
235,2012-05-24 20:47:20,8447,8026,1,1,49.99,19.49,2012,5,24,20,Thursday
236,2012-05-25 04:56:43,8479,8053,1,1,49.99,19.49,2012,5,25,4,Friday
237,2012-05-25 05:03:31,8480,8054,1,1,49.99,19.49,2012,5,25,5,Friday
238,2012-05-25 11:32:25,8519,8090,1,1,49.99,19.49,2012,5,25,11,Friday
239,2012-05-25 14:34:54,8543,8114,1,1,49.99,19.49,2012,5,25,14,Friday
240,2012-05-25 14:47:19,8546,8116,1,1,49.99,19.49,2012,5,25,14,Friday
241,2012-05-25 16:22:45,8569,8136,1,1,49.99,19.49,2012,5,25,16,Friday
242,2012-05-26 13:48:44,8642,8202,1,1,49.99,19.49,2012,5,26,13,Saturday
243,2012-05-26 14:12:31,8643,8203,1,1,49.99,19.49,2012,5,26,14,Saturday
244,2012-05-26 17:15:58,8656,8216,1,1,49.99,19.49,2012,5,26,17,Saturday
245,2012-05-27 09:35:20,8694,8250,1,1,49.99,19.49,2012,5,27,9,Sunday
246,2012-05-27 23:20:09,8738,8289,1,1,49.99,19.49,2012,5,27,23,Sunday
247,2012-05-28 01:00:08,8748,8299,1,1,49.99,19.49,2012,5,28,1,Monday
248,2012-05-28 06:32:53,8766,8314,1,1,49.99,19.49,2012,5,28,6,Monday
249,2012-05-28 15:16:53,8810,8353,1,1,49.99,19.49,2012,5,28,15,Monday
250,2012-05-29 06:08:15,8874,8409,1,1,49.99,19.49,2012,5,29,6,Tuesday
251,2012-05-29 10:25:35,8903,8436,1,1,49.99,19.49,2012,5,29,10,Tuesday
252,2012-05-29 10:28:05,8905,8438,1,1,49.99,19.49,2012,5,29,10,Tuesday
253,2012-05-29 11:52:28,8921,8453,1,1,49.99,19.49,2012,5,29,11,Tuesday
254,2012-05-29 15:26:24,8953,8484,1,1,49.99,19.49,2012,5,29,15,Tuesday
255,2012-05-29 16:36:43,8963,8493,1,1,49.99,19.49,2012,5,29,16,Tuesday
256,2012-05-29 17:05:01,8971,8501,1,1,49.99,19.49,2012,5,29,17,Tuesday
257,2012-05-29 23:52:45,9020,8548,1,1,49.99,19.49,2012,5,29,23,Tuesday
258,2012-05-30 03:09:09,9032,8559,1,1,49.99,19.49,2012,5,30,3,Wednesday
259,2012-05-30 07:56:12,9042,8567,1,1,49.99,19.49,2012,5,30,7,Wednesday
260,2012-05-30 12:03:14,9073,8594,1,1,49.99,19.49,2012,5,30,12,Wednesday
261,2012-05-30 20:49:37,9166,8676,1,1,49.99,19.49,2012,5,30,20,Wednesday
262,2012-05-30 23:02:24,9176,8684,1,1,49.99,19.49,2012,5,30,23,Wednesday
263,2012-05-31 05:33:03,9193,8701,1,1,49.99,19.49,2012,5,31,5,Thursday
264,2012-05-31 09:04:38,9216,8721,1,1,49.99,19.49,2012,5,31,9,Thursday
265,2012-05-31 11:07:52,9240,7771,1,1,49.99,19.49,2012,5,31,11,Thursday
266,2012-05-31 16:48:56,9294,8792,1,1,49.99,19.49,2012,5,31,16,Thursday
267,2012-05-31 23:09:54,9342,8836,1,1,49.99,19.49,2012,5,31,23,Thursday
268,2012-06-01 06:22:07,9363,8855,1,1,49.99,19.49,2012,6,1,6,Friday
269,2012-06-01 12:48:56,9412,8898,1,1,49.99,19.49,2012,6,1,12,Friday
270,2012-06-01 12:57:29,9413,8899,1,1,49.99,19.49,2012,6,1,12,Friday
271,2012-06-01 14:22:14,9428,8911,1,1,49.99,19.49,2012,6,1,14,Friday
272,2012-06-01 18:27:57,9460,8941,1,1,49.99,19.49,2012,6,1,18,Friday
273,2012-06-01 20:13:43,9467,8948,1,1,49.99,19.49,2012,6,1,20,Friday
274,2012-06-02 13:04:20,9514,8992,1,1,49.99,19.49,2012,6,2,13,Saturday
275,2012-06-02 23:36:33,9547,9022,1,1,49.99,19.49,2012,6,2,23,Saturday
276,2012-06-03 07:08:32,9562,9033,1,1,49.99,19.49,2012,6,3,7,Sunday
277,2012-06-03 10:20:20,9568,9038,1,1,49.99,19.49,2012,6,3,10,Sunday
278,2012-06-03 17:07:33,9590,4154,1,1,49.99,19.49,2012,6,3,17,Sunday
279,2012-06-03 18:13:27,9592,9057,1,1,49.99,19.49,2012,6,3,18,Sunday
280,2012-06-04 01:52:42,9617,9082,1,1,49.99,19.49,2012,6,4,1,Monday
281,2012-06-04 18:54:32,9735,9182,1,1,49.99,19.49,2012,6,4,18,Monday
282,2012-06-05 00:05:08,9765,9209,1,1,49.99,19.49,2012,6,5,0,Tuesday
283,2012-06-05 00:43:45,9769,9213,1,1,49.99,19.49,2012,6,5,0,Tuesday
284,2012-06-05 03:25:52,9779,9222,1,1,49.99,19.49,2012,6,5,3,Tuesday
285,2012-06-05 11:58:32,9819,9259,1,1,49.99,19.49,2012,6,5,11,Tuesday
286,2012-06-05 14:05:13,9849,9284,1,1,49.99,19.49,2012,6,5,14,Tuesday
287,2012-06-06 01:28:55,9915,9342,1,1,49.99,19.49,2012,6,6,1,Wednesday
288,2012-06-06 08:14:09,9932,9357,1,1,49.99,19.49,2012,6,6,8,Wednesday
289,2012-06-06 09:43:17,9942,9364,1,1,49.99,19.49,2012,6,6,9,Wednesday
290,2012-06-06 10:54:47,9954,9374,1,1,49.99,19.49,2012,6,6,10,Wednesday
291,2012-06-06 13:05:33,9989,9406,1,1,49.99,19.49,2012,6,6,13,Wednesday
292,2012-06-06 16:36:33,10020,9433,1,1,49.99,19.49,2012,6,6,16,Wednesday
293,2012-06-06 17:40:07,10033,9446,1,1,49.99,19.49,2012,6,6,17,Wednesday
294,2012-06-06 18:13:18,10041,9454,1,1,49.99,19.49,2012,6,6,18,Wednesday
295,2012-06-07 06:41:57,10105,9509,1,1,49.99,19.49,2012,6,7,6,Thursday
296,2012-06-07 09:31:47,10122,9525,1,1,49.99,19.49,2012,6,7,9,Thursday
